Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02122","Sheep","2019","2019","An","73100","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02122","Sheep","2020","2020","An","68100","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02122","Sheep","2021","2021","An","65600","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5111","Stocks","02122","Sheep","2022","2022","An","63100","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02122","Sheep","2019","2019","An","36696","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02122","Sheep","2020","2020","An","37017","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02122","Sheep","2021","2021","An","37320","I","Imputed value",""
"QCL","Crops and livestock products","748","Eswatini","5111","Stocks","02122","Sheep","2022","2022","An","37623","I","Imputed value",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02122","Sheep","2019","2019","An","39894394","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02122","Sheep","2020","2020","An","42914865","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02122","Sheep","2021","2021","An","38013272","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5111","Stocks","02122","Sheep","2022","2022","An","35069956","I","Imputed value",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02122","Sheep","2019","2019","An","75705","I","Imputed value",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02122","Sheep","2020","2020","An","76626","I","Imputed value",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02122","Sheep","2021","2021","An","77431","I","Imputed value",""
"QCL","Crops and livestock products","234","Faroe Islands","5111","Stocks","02122","Sheep","2022","2022","An","76761","E","Estimated value",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02122","Sheep","2019","2019","An","31651","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02122","Sheep","2020","2020","An","30743","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02122","Sheep","2021","2021","An","32061","A","Official figure",""
"QCL","Crops and livestock products","242","Fiji","5111","Stocks","02122","Sheep","2022","2022","An","35370","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02122","Sheep","2019","2019","An","144880","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02122","Sheep","2020","2020","An","140200","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02122","Sheep","2021","2021","An","131100","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5111","Stocks","02122","Sheep","2022","2022","An","132080","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02122","Sheep","2019","2019","An","7105000","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02122","Sheep","2020","2020","An","6998710","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02122","Sheep","2021","2021","An","6994630","A","Official figure",""
"QCL","Crops and livestock products","250","France","5111","Stocks","02122","Sheep","2022","2022","An","6597520","A","Official figure",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02122","Sheep","2019","2019","An","441","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02122","Sheep","2020","2020","An","441","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02122","Sheep","2021","2021","An","441","I","Imputed value",""
"QCL","Crops and livestock products","258","French Polynesia","5111","Stocks","02122","Sheep","2022","2022","An","441","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02122","Sheep","2019","2019","An","224278","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02122","Sheep","2020","2020","An","226285","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02122","Sheep","2021","2021","An","228388","I","Imputed value",""
"QCL","Crops and livestock products","266","Gabon","5111","Stocks","02122","Sheep","2022","2022","An","225025","E","Estimated value",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02122","Sheep","2019","2019","An","153730","I","Imputed value",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02122","Sheep","2020","2020","An","176984","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02122","Sheep","2021","2021","An","178081","A","Official figure",""
"QCL","Crops and livestock products","270","Gambia","5111","Stocks","02122","Sheep","2022","2022","An","179185","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02122","Sheep","2019","2019","An","819100","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02122","Sheep","2020","2020","An","841900","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02122","Sheep","2021","2021","An","896200","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5111","Stocks","02122","Sheep","2022","2022","An","904300","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02122","Sheep","2019","2019","An","1556500","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02122","Sheep","2020","2020","An","1483700","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02122","Sheep","2021","2021","An","1508100","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5111","Stocks","02122","Sheep","2022","2022","An","1516900","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02122","Sheep","2019","2019","An","5302000","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02122","Sheep","2020","2020","An","5544000","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02122","Sheep","2021","2021","An","5695000","A","Official figure",""
"QCL","Crops and livestock products","288","Ghana","5111","Stocks","02122","Sheep","2022","2022","An","5845718","I","Imputed value",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02122","Sheep","2019","2019","An","8427000","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02122","Sheep","2020","2020","An","7721800","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02122","Sheep","2021","2021","An","7690900","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5111","Stocks","02122","Sheep","2022","2022","An","7378400","A","Official figure",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02122","Sheep","2019","2019","An","13878","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02122","Sheep","2020","2020","An","13877","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02122","Sheep","2021","2021","An","13898","I","Imputed value",""
"QCL","Crops and livestock products","308","Grenada","5111","Stocks","02122","Sheep","2022","2022","An","13919","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02122","Sheep","2019","2019","An","600470","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02122","Sheep","2020","2020","An","605046","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02122","Sheep","2021","2021","An","610780","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5111","Stocks","02122","Sheep","2022","2022","An","616513","I","Imputed value",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02122","Sheep","2019","2019","An","2889236","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02122","Sheep","2020","2020","An","3082187","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02122","Sheep","2021","2021","An","3288023","A","Official figure",""
"QCL","Crops and livestock products","324","Guinea","5111","Stocks","02122","Sheep","2022","2022","An","3507606","A","Official figure",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02122","Sheep","2019","2019","An","481215","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02122","Sheep","2020","2020","An","481332","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02122","Sheep","2021","2021","An","483242","I","Imputed value",""
"QCL","Crops and livestock products","624","Guinea-Bissau","5111","Stocks","02122","Sheep","2022","2022","An","485107","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02122","Sheep","2019","2019","An","131824","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02122","Sheep","2020","2020","An","131864","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02122","Sheep","2021","2021","An","131940","I","Imputed value",""
"QCL","Crops and livestock products","328","Guyana","5111","Stocks","02122","Sheep","2022","2022","An","132017","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02122","Sheep","2019","2019","An","274611","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02122","Sheep","2020","2020","An","275715","A","Official figure",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02122","Sheep","2021","2021","An","279820","I","Imputed value",""
"QCL","Crops and livestock products","332","Haiti","5111","Stocks","02122","Sheep","2022","2022","An","288165","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02122","Sheep","2019","2019","An","16207","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02122","Sheep","2020","2020","An","16409","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02122","Sheep","2021","2021","An","16642","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5111","Stocks","02122","Sheep","2022","2022","An","16902","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02122","Sheep","2019","2019","An","1061000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02122","Sheep","2020","2020","An","944000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02122","Sheep","2021","2021","An","887000","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5111","Stocks","02122","Sheep","2022","2022","An","871700","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02122","Sheep","2019","2019","An","415949","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02122","Sheep","2020","2020","An","400724","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02122","Sheep","2021","2021","An","385194","A","Official figure",""
"QCL","Crops and livestock products","352","Iceland","5111","Stocks","02122","Sheep","2022","2022","An","365290","A","Official figure",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02122","Sheep","2019","2019","An","74260615","A","Official figure",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02122","Sheep","2020","2020","An","75735575","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02122","Sheep","2021","2021","An","74842262","I","Imputed value",""
"QCL","Crops and livestock products","356","India","5111","Stocks","02122","Sheep","2022","2022","An","75345847","I","Imputed value",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02122","Sheep","2019","2019","An","17833732","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02122","Sheep","2020","2020","An","17523689","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02122","Sheep","2021","2021","An","15636251","A","Official figure",""
"QCL","Crops and livestock products","360","Indonesia","5111","Stocks","02122","Sheep","2022","2022","An","15615300","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02122","Sheep","2019","2019","An","41303611","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02122","Sheep","2020","2020","An","46587010","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02122","Sheep","2021","2021","An","53868000","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5111","Stocks","02122","Sheep","2022","2022","An","55582000","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02122","Sheep","2019","2019","An","6693744","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02122","Sheep","2020","2020","An","6723866","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02122","Sheep","2021","2021","An","6754123","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5111","Stocks","02122","Sheep","2022","2022","An","6784517","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02122","Sheep","2019","2019","An","3809370","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02122","Sheep","2020","2020","An","3877220","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02122","Sheep","2021","2021","An","3991180","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5111","Stocks","02122","Sheep","2022","2022","An","4018030","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02122","Sheep","2019","2019","An","518950","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02122","Sheep","2020","2020","An","500000","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02122","Sheep","2021","2021","An","520000","A","Official figure",""
"QCL","Crops and livestock products","376","Israel","5111","Stocks","02122","Sheep","2022","2022","An","550000","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02122","Sheep","2019","2019","An","7000880","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02122","Sheep","2020","2020","An","7034160","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02122","Sheep","2021","2021","An","6728350","A","Official figure",""
"QCL","Crops and livestock products","380","Italy","5111","Stocks","02122","Sheep","2022","2022","An","6568000","A","Official figure",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02122","Sheep","2019","2019","An","1309","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02122","Sheep","2020","2020","An","1307","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02122","Sheep","2021","2021","An","1305","I","Imputed value",""
"QCL","Crops and livestock products","388","Jamaica","5111","Stocks","02122","Sheep","2022","2022","An","1304","I","Imputed value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02122","Sheep","2019","2019","An","13910","E","Estimated value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02122","Sheep","2020","2020","An","14276","E","Estimated value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02122","Sheep","2021","2021","An","14659","E","Estimated value",""
"QCL","Crops and livestock products","392","Japan","5111","Stocks","02122","Sheep","2022","2022","An","15175","E","Estimated value",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02122","Sheep","2019","2019","An","3008837","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02122","Sheep","2020","2020","An","3002286","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02122","Sheep","2021","2021","An","3085261","A","Official figure",""
"QCL","Crops and livestock products","400","Jordan","5111","Stocks","02122","Sheep","2022","2022","An","2961717","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02122","Sheep","2019","2019","An","16912945","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02122","Sheep","2020","2020","An","17749598","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02122","Sheep","2021","2021","An","18595263","A","Official figure",""
"QCL","Crops and livestock products","398","Kazakhstan","5111","Stocks","02122","Sheep","2022","2022","An","19483297","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02122","Sheep","2019","2019","An","27294639","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02122","Sheep","2020","2020","An","25345927","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02122","Sheep","2021","2021","An","24801605","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5111","Stocks","02122","Sheep","2022","2022","An","25814057","E","Estimated value",""
"QCL","Crops and livestock products","414","Kuwait","5111","Stocks","02122","Sheep","2019","2019","An","714348","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5111","Stocks","02122","Sheep","2020","2020","An","725700","A","Official figure",""
"QCL","Crops and livestock products","414","Kuwait","5111","Stocks","02122","Sheep","2021","2021","An","746064","I","Imputed value",""
"QCL","Crops and livestock products","414","Kuwait","5111","Stocks","02122","Sheep","2022","2022","An","716046","E","Estimated value",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5111","Stocks","02122","Sheep","2019","2019","An","5465606","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5111","Stocks","02122","Sheep","2020","2020","An","5508032","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5111","Stocks","02122","Sheep","2021","2021","An","5535597","A","Official figure",""
"QCL","Crops and livestock products","417","Kyrgyzstan","5111","Stocks","02122","Sheep","2022","2022","An","5515593","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5111","Stocks","02122","Sheep","2019","2019","An","99820","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5111","Stocks","02122","Sheep","2020","2020","An","91890","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5111","Stocks","02122","Sheep","2021","2021","An","90340","A","Official figure",""
"QCL","Crops and livestock products","428","Latvia","5111","Stocks","02122","Sheep","2022","2022","An","87320","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5111","Stocks","02122","Sheep","2019","2019","An","455840","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5111","Stocks","02122","Sheep","2020","2020","An","431720","A","Official figure",""
"QCL","Crops and livestock products","422","Lebanon","5111","Stocks","02122","Sheep","2021","2021","An","442823","E","Estimated value",""
"QCL","Crops and livestock products","422","Lebanon","5111","Stocks","02122","Sheep","2022","2022","An","443461","E","Estimated value",""
"QCL","Crops and livestock products","426","Lesotho","5111","Stocks","02122","Sheep","2019","2019","An","1539855","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5111","Stocks","02122","Sheep","2020","2020","An","626668","A","Official figure",""
"QCL","Crops and livestock products","426","Lesotho","5111","Stocks","02122","Sheep","2021","2021","An","789766","I","Imputed value",""
"QCL","Crops and livestock products","426","Lesotho","5111","Stocks","02122","Sheep","2022","2022","An","1142162","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5111","Stocks","02122","Sheep","2019","2019","An","280836","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5111","Stocks","02122","Sheep","2020","2020","An","284663","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5111","Stocks","02122","Sheep","2021","2021","An","289048","E","Estimated value",""
"QCL","Crops and livestock products","430","Liberia","5111","Stocks","02122","Sheep","2022","2022","An","294112","E","Estimated value",""
"QCL","Crops and livestock products","434","Libya","5111","Stocks","02122","Sheep","2019","2019","An","7562220","A","Official figure",""
"QCL","Crops and livestock products","434","Libya","5111","Stocks","02122","Sheep","2020","2020","An","7453510","A","Official figure",""
"QCL","Crops and livestock products","434","Libya","5111","Stocks","02122","Sheep","2021","2021","An","7429950","I","Imputed value",""
"QCL","Crops and livestock products","434","Libya","5111","Stocks","02122","Sheep","2022","2022","An","7546329","I","Imputed value",""
"QCL","Crops and livestock products","440","Lithuania","5111","Stocks","02122","Sheep","2019","2019","An","152100","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5111","Stocks","02122","Sheep","2020","2020","An","140600","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5111","Stocks","02122","Sheep","2021","2021","An","136900","A","Official figure",""
"QCL","Crops and livestock products","440","Lithuania","5111","Stocks","02122","Sheep","2022","2022","An","135640","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5111","Stocks","02122","Sheep","2019","2019","An","8680","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5111","Stocks","02122","Sheep","2020","2020","An","9518","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5111","Stocks","02122","Sheep","2021","2021","An","9956","A","Official figure",""
"QCL","Crops and livestock products","442","Luxembourg","5111","Stocks","02122","Sheep","2022","2022","An","9000","A","Official figure",""
"QCL","Crops and livestock products","450","Madagascar","5111","Stocks","02122","Sheep","2019","2019","An","856150","A","Official figure",""
"QCL","Crops and livestock products","450","Madagascar","5111","Stocks","02122","Sheep","2020","2020","An","858370","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5111","Stocks","02122","Sheep","2021","2021","An","847616","I","Imputed value",""
"QCL","Crops and livestock products","450","Madagascar","5111","Stocks","02122","Sheep","2022","2022","An","851112","I","Imputed value",""
"QCL","Crops and livestock products","454","Malawi","5111","Stocks","02122","Sheep","2019","2019","An","351458","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5111","Stocks","02122","Sheep","2020","2020","An","366184","A","Official figure",""
"QCL","Crops and livestock products","454","Malawi","5111","Stocks","02122","Sheep","2021","2021","An","365235","I","Imputed value",""
"QCL","Crops and livestock products","454","Malawi","5111","Stocks","02122","Sheep","2022","2022","An","372384","I","Imputed value",""
"QCL","Crops and livestock products","458","Malaysia","5111","Stocks","02122","Sheep","2019","2019","An","121677","A","Official figure",""
"QCL","Crops and livestock products","458","Malaysia","5111","Stocks","02122","Sheep","2020","2020","An","124674","A","Official figure",""
"QCL","Crops and livestock products","458","Malaysia","5111","Stocks","02122","Sheep","2021","2021","An","136769","A","Official figure",""
"QCL","Crops and livestock products","458","Malaysia","5111","Stocks","02122","Sheep","2022","2022","An","135560","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5111","Stocks","02122","Sheep","2019","2019","An","19183500","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5111","Stocks","02122","Sheep","2020","2020","An","20142677","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5111","Stocks","02122","Sheep","2021","2021","An","21149809","A","Official figure",""
"QCL","Crops and livestock products","466","Mali","5111","Stocks","02122","Sheep","2022","2022","An","20158662","E","Estimated value",""
"QCL","Crops and livestock products","470","Malta","5111","Stocks","02122","Sheep","2019","2019","An","13160","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5111","Stocks","02122","Sheep","2020","2020","An","13150","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5111","Stocks","02122","Sheep","2021","2021","An","12730","A","Official figure",""
"QCL","Crops and livestock products","470","Malta","5111","Stocks","02122","Sheep","2022","2022","An","14470","A","Official figure",""
"QCL","Crops and livestock products","478","Mauritania","5111","Stocks","02122","Sheep","2019","2019","An","10940348","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5111","Stocks","02122","Sheep","2020","2020","An","11030818","I","Imputed value",""
"QCL","Crops and livestock products","478","Mauritania","5111","Stocks","02122","Sheep","2021","2021","An","10848866","E","Estimated value",""
"QCL","Crops and livestock products","478","Mauritania","5111","Stocks","02122","Sheep","2022","2022","An","11002788","E","Estimated value",""
"QCL","Crops and livestock products","480","Mauritius","5111","Stocks","02122","Sheep","2019","2019","An","4622","A","Official figure",""
"QCL","Crops and livestock products","480","Mauritius","5111","Stocks","02122","Sheep","2020","2020","An","4626","A","Official figure",""
"QCL","Crops and livestock products","480","Mauritius","5111","Stocks","02122","Sheep","2021","2021","An","5034","A","Official figure",""
"QCL","Crops and livestock products","480","Mauritius","5111","Stocks","02122","Sheep","2022","2022","An","4367","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02122","Sheep","2019","2019","An","8708246","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02122","Sheep","2020","2020","An","8725882","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02122","Sheep","2021","2021","An","8766678","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02122","Sheep","2022","2022","An","8805415","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5111","Stocks","02122","Sheep","2019","2019","An","32267265","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5111","Stocks","02122","Sheep","2020","2020","An","30049428","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5111","Stocks","02122","Sheep","2021","2021","An","31086963","A","Official figure",""
"QCL","Crops and livestock products","496","Mongolia","5111","Stocks","02122","Sheep","2022","2022","An","32747682","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5111","Stocks","02122","Sheep","2019","2019","An","182127","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5111","Stocks","02122","Sheep","2020","2020","An","176580","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5111","Stocks","02122","Sheep","2021","2021","An","165918","A","Official figure",""
"QCL","Crops and livestock products","499","Montenegro","5111","Stocks","02122","Sheep","2022","2022","An","161376","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5111","Stocks","02122","Sheep","2019","2019","An","21591000","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5111","Stocks","02122","Sheep","2020","2020","An","22088800","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5111","Stocks","02122","Sheep","2021","2021","An","22726481","A","Official figure",""
"QCL","Crops and livestock products","504","Morocco","5111","Stocks","02122","Sheep","2022","2022","An","21800556","A","Official figure",""
"QCL","Crops and livestock products","508","Mozambique","5111","Stocks","02122","Sheep","2019","2019","An","235774","A","Official figure",""
"QCL","Crops and livestock products","508","Mozambique","5111","Stocks","02122","Sheep","2020","2020","An","155484","A","Official figure",""
"QCL","Crops and livestock products","508","Mozambique","5111","Stocks","02122","Sheep","2021","2021","An","163540","A","Official figure",""
"QCL","Crops and livestock products","508","Mozambique","5111","Stocks","02122","Sheep","2022","2022","An","164002","A","Official figure",""
"QCL","Crops and livestock products","104","Myanmar","5111","Stocks","02122","Sheep","2019","2019","An","421900","E","Estimated value",""
"QCL","Crops and livestock products","104","Myanmar","5111","Stocks","02122","Sheep","2020","2020","An","439400","E","Estimated value",""
"QCL","Crops and livestock products","104","Myanmar","5111","Stocks","02122","Sheep","2021","2021","An","455400","E","Estimated value",""
"QCL","Crops and livestock products","104","Myanmar","5111","Stocks","02122","Sheep","2022","2022","An","450000","E","Estimated value",""
"QCL","Crops and livestock products","516","Namibia","5111","Stocks","02122","Sheep","2019","2019","An","1582997","I","Imputed value",""
"QCL","Crops and livestock products","516","Namibia","5111","Stocks","02122","Sheep","2020","2020","An","1307355","A","Official figure",""
"QCL","Crops and livestock products","516","Namibia","5111","Stocks","02122","Sheep","2021","2021","An","1319838","I","Imputed value",""
"QCL","Crops and livestock products","516","Namibia","5111","Stocks","02122","Sheep","2022","2022","An","1342289","I","Imputed value",""
"QCL","Crops and livestock products","524","Nepal","5111","Stocks","02122","Sheep","2019","2019","An","798889","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5111","Stocks","02122","Sheep","2020","2020","An","806079","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5111","Stocks","02122","Sheep","2021","2021","An","793725","A","Official figure",""
"QCL","Crops and livestock products","524","Nepal","5111","Stocks","02122","Sheep","2022","2022","An","771205","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2019","2019","An","758000","A","Official figure",""
"QCL","Crops and livestock products","528","Netherlands (Kingdom of the)","5111","Stocks","02122","Sheep","2020","2020","An","710000","A","Official figure",""
